OrderID,CustomerID,CustomerName,Age,Gender,City,State,Category,ProductName,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderDate,DeliveryDays,Rating,CustomerSatisfaction,TotalPrice,DiscountAmount,FinalPrice
ORD00288,CUST0253,Emily Davis,26.0,Female,Dallas,GA,Food,Lamp,1,150.83,0,12.19,Cash,2024-03-04,11,4.0,Satisfied,150.83,0.0,163.02
ORD00289,CUST0161,Lisa Anderson,32.0,Female,Phoenix,CA,Food,Chocolate,3,283.36,10,3.93,PayPal,2024-01-08,13,4.0,Satisfied,850.08,85.00800000000001,769.002
ORD00290,CUST0256,Tom Martinez,27.0,Male,San Antonio,NY,Beauty,Jeans,2,159.11,0,5.03,Cash,2024-08-01,9,4.0,Very Satisfied,318.22,0.0,323.25
ORD00291,CUST0128,Jane Doe,41.0,Male,Houston,NY,Beauty,Chocolate,2,52.36,5,3.47,Debit Card,2024-01-25,6,5.0,Satisfied,104.72,5.236000000000001,102.954
ORD00292,CUST0018,Tom Martinez,59.0,Male,San Antonio,NY,Home & Garden,Jeans,5,10.7,0,19.16,PayPal,2024-09-12,5,4.0,Neutral,53.5,0.0,72.66
ORD00293,CUST0281,Jennifer Lee,25.0,Male,New York,AZ,Toys,Laptop,2,230.3,10,17.09,Debit Card,2024-08-30,3,5.0,Very Satisfied,460.6,46.06,431.63
ORD00294,CUST0223,James Harris,41.0,Male,San Antonio,GA,Beauty,Cookbook,5,420.06,0,4.61,Cash,2024-07-16,14,4.0,Dissatisfied,2100.3,0.0,2104.9100000000003
ORD00295,CUST0054,Robert Garcia,33.0,Male,San Diego,FL,Electronics,Laptop,1,290.43,15,6.55,Credit Card,2024-04-03,5,4.0,Neutral,290.43,43.5645,253.4155
ORD00296,CUST0058,Amy Taylor,66.0,Male,Phoenix,,Beauty,Jeans,2,499.61,15,4.2,Credit Card,2024-07-25,3,3.0,Satisfied,999.22,149.883,853.537
ORD00297,CUST0174,Tom Martinez,43.0,female,Los Angeles,GA,Books,Basketball,1,150.55,0,9.84,Cash,2024-01-15,5,3.0,Satisfied,150.55,0.0,160.39000000000001
ORD00298,CUST0280,William Moore,44.0,Male,Phoenix,OH,Home & Garden,Cookbook,1,147.42,10,0.39,Credit Card,2024-06-26,5,4.0,Very Satisfied,147.42,14.741999999999999,133.06799999999998
ORD00299,CUST0114,Amy Taylor,54.0,Female,Philadelphia,TX,Toys,Chocolate,2,88.28,0,13.43,Cash,2024-03-15,2,4.0,Satisfied,176.56,0.0,189.99
ORD00300,CUST0288,James Harris,21.0,Male,Los Angeles,IL,Toys,Coffee,1,90.39,0,10.46,PayPal,2024-04-13,14,5.0,Neutral,90.39,0.0,100.85
ORD00301,CUST0151,Amy Taylor,67.0,Female,Philadelphia,,Sports,T-Shirt,2,149.74,10,17.97,PayPal,2024-10-20,14,2.0,Very Satisfied,299.48,29.948000000000004,287.50200000000007
ORD00302,CUST0127,Chris Wilson,41.0,Male,Philadelphia,OH,Toys,Shampoo,2,398.49,10,3.29,PayPal,2024-06-16,9,3.0,Satisfied,796.98,79.69800000000001,720.572
ORD00303,CUST0155,John Smith,36.0,Male,New York,CA,Home & Garden,Novel,2,453.82,10,16.08,Credit Card,2024-04-24,7,5.0,Very Satisfied,907.64,90.76400000000001,832.956
ORD00304,CUST0273,Chris Wilson,53.0,Female,New York,IL,Books,Sofa,3,487.79,0,15.84,Debit Card,2024-02-08,14,5.0,Neutral,1463.3700000000001,0.0,1479.21
ORD00305,CUST0104,Amy Taylor,56.0,Male,San Jose,IL,Toys,Doll,1,123.82,0,2.54,Credit Card,2024-12-29,6,5.0,Satisfied,123.82,0.0,126.36
ORD00306,CUST0299,David Brown,27.0,Male,Chicago,GA,Sports,Coffee,4,441.84,0,7.97,Credit Card,2024-09-29,5,5.0,Satisfied,1767.36,0.0,1775.33
ORD00307,CUST0246,Emily Davis,42.0,Male,San Jose,NY,Home & Garden,Headphones,2,170.84,10,3.4,Debit Card,2024-05-14,4,4.0,Very Satisfied,341.68,34.168,310.912
ORD00308,CUST0176,Amy Taylor,35.0,Male,San Jose,PA,Electronics,T-Shirt,1,65.29,5,5.09,Debit Card,2024-08-19,8,5.0,,65.29,3.2645000000000004,67.11550000000001
ORD00309,CUST0039,Chris Wilson,36.0,Male,Chicago,CA,Clothing,Smartphone,5,436.31,10,5.26,Debit Card,2024-02-08,2,4.0,Very Satisfied,2181.55,218.15500000000003,1968.6550000000002
ORD00310,CUST0170,Jessica White,53.0,Male,Houston,NY,Clothing,Laptop,2,321.69,0,11.12,Debit Card,2024-10-17,8,4.0,Satisfied,643.38,0.0,654.5
ORD00311,CUST0247,James Harris,27.0,Female,Los Angeles,CA,Electronics,Shampoo,2,90.72,0,8.23,Credit Card,2024-11-02,1,4.0,Satisfied,181.44,0.0,189.67
ORD00312,CUST0026,David Brown,50.0,Female,Dallas,PA,Beauty,Chocolate,4,220.62,0,18.95,Cash,2024-02-16,10,4.0,Neutral,882.48,0.0,901.4300000000001
ORD00313,CUST0013,Chris Wilson,67.0,Female,San Jose,TX,Toys,Novel,3,150.76,0,2.53,PayPal,2024-02-05,1,4.0,Very Satisfied,452.28,0.0,454.80999999999995
ORD00314,CUST0036,Tom Martinez,22.0,Male,San Antonio,PA,Food,Laptop,3,371.03,0,19.47,Cash,2024-11-15,3,4.0,Neutral,1113.09,0.0,1132.56
ORD00315,CUST0173,Mike Johnson,64.0,Female,San Antonio,WA,Clothing,Chocolate,2,232.17,15,4.61,Credit Card,2024-04-04,5,4.0,Satisfied,464.34,69.651,399.299
ORD00316,CUST0020,Lisa Anderson,66.0,Male,Philadelphia,GA,Beauty,Shampoo,1,494.75,15,15.46,Debit Card,2024-12-26,14,3.0,Satisfied,494.75,74.21249999999999,435.9975
ORD00317,CUST0264,Jane Doe,52.0,Male,Chicago,GA,Clothing,Doll,5,36.83,5,6.78,PayPal,2024-01-13,6,3.0,Neutral,184.14999999999998,9.2075,181.72249999999997
ORD00318,CUST0142,Robert Garcia,61.0,Female,Philadelphia,OH,Electronics,Laptop,5,183.96,5,2.86,PayPal,2024-05-25,4,2.0,Neutral,919.8000000000001,45.99000000000001,876.6700000000001
ORD00319,CUST0143,Chris Wilson,51.0,Male,San Diego,NY,Toys,T-Shirt,1,246.13,0,17.16,Cash,2024-03-05,7,3.0,Neutral,246.13,0.0,263.29
ORD00320,CUST0092,William Moore,50.0,Male,San Diego,OH,Toys,Basketball,2,256.54,15,6.18,Credit Card,2024-08-15,7,4.0,Dissatisfied,513.08,76.962,442.29800000000006
ORD00321,CUST0288,Jane Doe,38.0,Female,Dallas,WA,Beauty,Lipstick,5,164.81,0,13.18,Credit Card,2024-08-29,2,5.0,Very Satisfied,824.05,0.0,837.2299999999999
ORD00322,CUST0215,James Harris,34.0,Female,New York,PA,Electronics,Basketball,3,367.33,20,11.33,Credit Card,2024-01-08,2,3.0,Dissatisfied,1101.99,220.39800000000002,892.922
ORD00323,CUST0051,Jessica White,39.0,Female,New York,GA,Beauty,Coffee,1,438.63,5,9.44,PayPal,2024-10-30,2,5.0,Very Satisfied,438.63,21.9315,426.13849999999996
ORD00324,CUST0153,Sarah Williams,65.0,Female,Chicago,AZ,Toys,Sofa,4,469.97,0,9.92,Cash,2024-12-06,14,5.0,Neutral,1879.88,0.0,1889.8000000000002
ORD00325,CUST0186,Chris Wilson,54.0,Other,Chicago,PA,Food,Cookbook,2,404.5,20,14.64,PayPal,2024-02-12,2,4.0,Satisfied,809.0,161.8,661.84
ORD00326,CUST0063,Mike Johnson,32.0,Male,San Jose,PA,Toys,Laptop,1,426.78,0,1.76,PayPal,2024-08-31,13,5.0,Satisfied,426.78,0.0,428.53999999999996
ORD00327,CUST0190,Jane Doe,52.0,Male,San Diego,WA,Home & Garden,Lamp,5,279.77,5,13.36,Debit Card,2024-06-29,9,4.0,Very Satisfied,1398.85,69.9425,1342.2674999999997
ORD00328,CUST0125,Robert Garcia,45.0,Male,San Jose,TX,Food,Basketball,2,414.69,5,17.92,Cash,2024-03-25,14,2.0,Satisfied,829.38,41.469,805.8309999999999
ORD00329,CUST0150,Amy Taylor,24.0,Male,New York,CA,Beauty,Doll,3,158.72,0,1.16,Debit Card,2024-06-03,5,5.0,Very Satisfied,476.15999999999997,0.0,477.32
ORD00330,CUST0058,Chris Wilson,49.0,Male,Los Angeles,WA,Home & Garden,Jeans,2,205.25,5,2.81,Credit Card,2024-10-01,11,3.0,Satisfied,410.5,20.525000000000002,392.785
ORD00331,CUST0180,John Smith,28.0,M,Los Angeles,CA,Electronics,Lipstick,2,165.29,10,14.33,PayPal,2024-01-23,8,5.0,Very Satisfied,330.58,33.058,311.852
ORD00332,CUST0170,Jessica White,27.0,Female,Chicago,GA,Books,Coffee,3,239.02,10,8.75,Cash,2024-04-24,5,5.0,Satisfied,717.0600000000001,71.706,654.104
ORD00333,CUST0271,James Harris,26.0,Female,Philadelphia,WA,Clothing,Novel,3,149.93,0,8.07,Credit Card,2024-11-01,13,4.0,Very Satisfied,449.79,0.0,457.86
ORD00334,CUST0054,Lisa Anderson,31.0,Male,New York,CA,Home & Garden,Chocolate,2,481.19,20,2.74,Cash,2024-10-25,11,4.0,Very Satisfied,962.38,192.476,772.644
ORD00335,CUST0101,Mike Johnson,30.0,Female,Los Angeles,OH,Clothing,Lamp,3,163.29,0,10.14,PayPal,2024-04-08,5,4.0,Very Satisfied,489.87,0.0,500.01
ORD00336,CUST0264,Jennifer Lee,42.0,Female,New York,WA,Sports,T-Shirt,1,58.04,0,2.53,Cash,2024-04-13,1,2.0,Satisfied,58.04,0.0,60.57
ORD00337,CUST0053,Jennifer Lee,19.0,Female,Phoenix,GA,Electronics,T-Shirt,3,268.14,0,9.53,Credit Card,2024-02-20,6,4.0,Neutral,804.42,0.0,813.9499999999999
ORD00338,CUST0060,William Moore,52.0,Male,San Antonio,WA,Books,Sofa,3,37.98,0,15.27,Debit Card,2024-12-27,4,5.0,Dissatisfied,113.94,0.0,129.21
ORD00339,CUST0108,Jane Doe,24.0,Female,San Diego,GA,Sports,Sofa,2,64.17,0,5.17,PayPal,2024-04-21,3,4.0,Very Satisfied,128.34,0.0,133.51
ORD00340,CUST0005,Mike Johnson,38.0,Male,San Jose,WA,Sports,Cookbook,1,117.5,25,9.62,Debit Card,2024-08-31,6,4.0,Satisfied,117.5,29.375,97.745
ORD00341,CUST0103,David Brown,35.0,female,New York,CA,Toys,Lipstick,4,237.53,0,19.84,PayPal,2024-06-17,2,4.0,Neutral,950.12,0.0,969.96
ORD00342,CUST0196,Robert Garcia,20.0,Male,San Antonio,TX,Sports,Jeans,4,,0,13.73,Credit Card,2024-03-12,8,5.0,Satisfied,889.16,0.0,902.89
ORD00343,CUST0262,Lisa Anderson,59.0,Female,Phoenix,FL,Electronics,Novel,5,401.85,0,16.83,PayPal,2024-05-18,1,4.0,Neutral,2009.25,0.0,2026.08
ORD00344,CUST0047,Amy Taylor,56.0,Female,San Jose,CA,Home & Garden,Jeans,3,372.34,10,8.3,Debit Card,2024-12-01,12,4.0,Very Satisfied,1117.02,111.702,1013.6179999999999
ORD00345,CUST0144,Chris Wilson,58.0,Male,New York,NY,Electronics,Smartphone,3,218.9,15,15.36,PayPal,2024-08-18,9,,Satisfied,656.7,98.50500000000001,573.5550000000001
ORD00346,CUST0269,Chris Wilson,66.0,Male,Chicago,IL,Home & Garden,Coffee,1,173.52,0,0.81,Credit Card,2024-08-26,8,4.0,Satisfied,173.52,0.0,174.33
ORD00347,CUST0124,Jennifer Lee,28.0,Male,San Antonio,TX,Sports,Sofa,4,165.07,0,2.46,PayPal,2024-09-09,1,4.0,Very Satisfied,660.28,0.0,662.74
ORD00348,CUST0106,Chris Wilson,56.0,Male,San Jose,OH,Sports,Cookbook,5,389.26,0,4.06,Debit Card,2024-02-18,10,5.0,Satisfied,1946.3,0.0,1950.36
ORD00349,CUST0158,James Harris,41.0,Male,New York,PA,Food,Shampoo,1,35.52,0,8.04,Credit Card,2024-10-29,12,5.0,Satisfied,35.52,0.0,43.56
ORD00350,CUST0147,Lisa Anderson,150.0,Male,San Antonio,CA,Books,Headphones,3,16.28,0,16.91,Debit Card,2024-03-12,9,4.0,Very Satisfied,48.84,0.0,65.75
ORD00351,CUST0145,John Smith,36.0,Female,Phoenix,WA,Home & Garden,Laptop,4,399.82,5,6.93,PayPal,2024-09-19,2,3.0,Satisfied,1599.28,79.964,1526.246
ORD00352,CUST0120,Sarah Williams,21.0,Male,New York,CA,Sports,Laptop,5,243.8,0,13.09,Cash,2024-11-17,3,5.0,Neutral,1219.0,0.0,1232.09
ORD00353,CUST0275,William Moore,43.0,Male,New York,AZ,Toys,Shampoo,2,74.13,5,14.19,Debit Card,2024-08-09,2,4.0,Neutral,148.26,7.413,155.03699999999998
ORD00354,CUST0092,Emily Davis,55.0,Male,New York,TX,Food,Headphones,4,125.43,0,11.72,PayPal,2024-03-17,13,5.0,Satisfied,501.72,0.0,513.44
ORD00355,CUST0058,Tom Martinez,59.0,Female,Dallas,FL,Clothing,Basketball,5,466.93,20,7.14,Cash,2024-03-02,14,3.0,Satisfied,2334.65,466.93000000000006,1874.8600000000001
ORD00356,CUST0229,William Moore,49.0,Female,Chicago,OH,Food,Jeans,1,431.16,20,11.54,Cash,2024-06-05,8,4.0,Satisfied,431.16,86.23200000000001,356.468
ORD00357,CUST0117,Jane Doe,56.0,Female,Phoenix,AZ,Books,Headphones,2,357.79,5,6.85,Credit Card,2024-10-20,2,2.0,Satisfied,715.58,35.779,686.6510000000001
ORD00358,CUST0279,John Smith,62.0,Male,San Jose,GA,Electronics,Cookbook,5,246.29,0,1.68,Cash,2024-05-04,10,5.0,Very Satisfied,1231.45,0.0,1233.13
ORD00359,CUST0127,William Moore,63.0,Female,Dallas,AZ,Books,Novel,5,264.96,0,19.86,Debit Card,2024-08-16,2,5.0,Satisfied,1324.8,0.0,1344.6599999999999
ORD00360,CUST0129,Amy Taylor,53.0,Male,Philadelphia,CA,Clothing,Headphones,3,487.87,5,2.54,Debit Card,2024-12-05,1,5.0,Satisfied,1463.6100000000001,73.18050000000001,1392.9695000000002
ORD00361,CUST0058,Jennifer Lee,57.0,Female,Dallas,OH,Food,Cookbook,4,483.23,10,1.45,Cash,2024-06-09,7,5.0,Satisfied,1932.92,193.29200000000003,1741.0780000000002
ORD00362,CUST0122,Jessica White,54.0,Female,San Diego,CA,Home & Garden,Coffee,3,115.48,5,17.57,PayPal,2024-01-29,12,3.0,Very Dissatisfied,346.44,17.322,346.688
ORD00363,CUST0001,Jane Doe,50.0,Female,San Diego,GA,Electronics,Shampoo,2,407.44,15,6.04,Debit Card,2024-04-23,2,3.0,Neutral,814.88,122.232,698.688
ORD00364,CUST0239,Chris Wilson,53.0,Female,New York,PA,Electronics,Sofa,5,106.65,20,13.01,Debit Card,2024-03-19,10,5.0,Very Satisfied,533.25,106.65,439.61
ORD00365,CUST0290,Mike Johnson,20.0,Female,Dallas,OH,Home & Garden,Shampoo,3,114.63,0,6.58,Credit Card,2024-01-23,5,5.0,Very Satisfied,343.89,0.0,350.46999999999997
ORD00366,CUST0096,Amy Taylor,26.0,Male,Philadelphia,PA,Beauty,Lamp,4,341.29,5,7.83,PayPal,2024-04-15,5,5.0,Very Satisfied,1365.16,68.25800000000001,1304.732
ORD00367,CUST0126,Jane Doe,25.0,Female,Dallas,TX,Beauty,T-Shirt,2,208.45,0,5.24,Cash,2024-05-10,3,5.0,Neutral,416.9,0.0,422.14
ORD00368,CUST0118,Jessica White,50.0,Male,Chicago,TX,Books,T-Shirt,1,466.46,0,6.86,PayPal,2024-12-22,3,4.0,Neutral,466.46,0.0,473.32
ORD00369,CUST0048,Robert Garcia,23.0,Female,Chicago,PA,Sports,Lipstick,3,53.61,5,8.21,Credit Card,2024-06-21,13,4.0,,160.82999999999998,8.0415,160.9985
ORD00370,CUST0089,Chris Wilson,58.0,Male,Philadelphia,TX,Beauty,Shampoo,2,260.65,0,14.41,Credit Card,2024-09-20,12,5.0,Satisfied,521.3,0.0,535.7099999999999
ORD00371,CUST0237,William Moore,56.0,Male,Dallas,OH,Books,Smartphone,1,460.08,15,10.23,PayPal,2024-12-07,3,4.0,Neutral,460.08,69.012,401.298
ORD00372,CUST0272,William Moore,21.0,Male,San Antonio,WA,Beauty,Jeans,3,453.02,0,18.87,Credit Card,2024-10-11,6,4.0,Satisfied,1359.06,0.0,1377.9299999999998
ORD00373,CUST0189,Jane Doe,30.0,Male,Chicago,NY,Clothing,Novel,2,86.7,5,0.84,Credit Card,2024-01-02,14,5.0,Dissatisfied,173.4,8.67,165.57000000000002
ORD00374,CUST0192,Mike Johnson,66.0,Female,Chicago,TX,Toys,Lamp,2,189.65,10,10.06,Credit Card,2024-08-20,4,4.0,Neutral,379.3,37.93,351.43
ORD00375,CUST0069,Robert Garcia,19.0,Female,Los Angeles,TX,Sports,Lamp,3,313.37,10,11.68,PayPal,2024-09-07,13,5.0,Satisfied,940.11,94.01100000000001,857.779
ORD00376,CUST0278,Chris Wilson,22.0,Male,Dallas,CA,Books,Sofa,2,88.1,0,18.4,Credit Card,2024-11-16,3,3.0,Satisfied,176.2,0.0,194.6
ORD00377,CUST0247,Jessica White,61.0,Male,Chicago,PA,Toys,Headphones,5,484.33,15,0.98,Cash,2024-04-17,2,5.0,Neutral,2421.65,363.2475,2059.3825
ORD00378,CUST0076,Sarah Williams,44.0,Female,Phoenix,IL,Toys,Jeans,3,458.23,5,11.47,Cash,2024-10-02,13,5.0,Satisfied,1374.69,68.73450000000001,1317.4255
ORD00379,CUST0154,William Moore,49.0,female,Dallas,FL,Food,Shampoo,2,91.81,5,17.07,Debit Card,2024-06-28,3,5.0,Very Satisfied,183.62,9.181000000000001,191.509
ORD00380,CUST0144,Jessica White,38.0,Female,San Diego,AZ,Beauty,Laptop,1,69.37,0,4.84,Cash,2024-07-31,4,4.0,Very Satisfied,69.37,0.0,74.21000000000001
ORD00381,CUST0086,John Smith,25.0,Female,Los Angeles,TX,Food,Lamp,1,51.85,5,17.53,Debit Card,2024-10-19,6,4.0,Satisfied,51.85,2.5925000000000002,66.7875
ORD00382,CUST0185,William Moore,55.0,Female,Chicago,AZ,Home & Garden,Cookbook,5,455.63,15,0.38,PayPal,2024-03-12,4,4.0,Satisfied,2278.15,341.7225,1936.8075000000001
ORD00383,CUST0285,Jessica White,25.0,Female,Los Angeles,OH,Clothing,Laptop,3,104.88,10,14.65,Credit Card,2024-10-09,8,4.0,Very Satisfied,314.64,31.464,297.82599999999996
ORD00384,CUST0220,David Brown,67.0,Male,San Diego,IL,Clothing,Shampoo,2,213.98,15,18.66,Cash,2024-06-23,3,5.0,Very Satisfied,427.96,64.19399999999999,382.426
ORD00385,CUST0069,Jennifer Lee,20.0,Female,Philadelphia,FL,Clothing,Smartphone,2,229.94,5,13.14,Debit Card,2024-05-02,12,4.0,Very Satisfied,459.88,22.994,450.02599999999995
ORD00386,CUST0047,Tom Martinez,61.0,Male,Philadelphia,PA,Sports,Headphones,1,303.52,0,8.78,PayPal,2024-08-14,3,3.0,Satisfied,303.52,0.0,312.29999999999995
ORD00387,CUST0094,Lisa Anderson,20.0,Male,Dallas,NY,Electronics,Headphones,5,45.15,0,0.9,Debit Card,2024-10-27,3,3.0,Very Satisfied,225.75,0.0,226.65
ORD00388,CUST0238,Jennifer Lee,39.0,Female,San Diego,FL,Sports,Novel,1,121.11,0,18.4,Credit Card,2024-03-23,8,5.0,Very Satisfied,121.11,0.0,139.51
ORD00389,CUST0204,James Harris,23.0,Male,Houston,FL,Books,Lamp,1,466.43,10,9.41,Cash,2024-09-09,4,2.0,Very Satisfied,466.43,46.643,429.19700000000006
ORD00390,CUST0218,Tom Martinez,19.0,Female,Houston,NY,Toys,Sofa,5,455.12,10,0.58,PayPal,2024-05-25,1,5.0,Very Satisfied,2275.6,227.56,2048.62
ORD00391,CUST0039,Amy Taylor,40.0,Female,Dallas,WA,Toys,Coffee,3,392.83,0,13.8,Debit Card,2024-04-29,2,5.0,Neutral,1178.49,0.0,1192.29
ORD00392,CUST0100,Jessica White,61.0,Female,New York,PA,Food,Basketball,2,19.51,5,9.64,PayPal,2024-03-05,13,5.0,Very Satisfied,39.02,1.9510000000000003,46.709
ORD00393,CUST0289,Tom Martinez,19.0,Female,Los Angeles,CA,Electronics,Basketball,3,170.23,5,2.49,Debit Card,2024-10-07,14,5.0,Neutral,510.68999999999994,25.534499999999998,487.64549999999997
ORD00394,CUST0254,James Harris,55.0,Male,Los Angeles,AZ,Books,Doll,4,317.7,5,4.29,Debit Card,2024-10-09,10,3.0,Satisfied,1270.8,63.54,1211.55
ORD00395,CUST0222,Chris Wilson,34.0,Male,Philadelphia,TX,Electronics,T-Shirt,4,144.84,0,1.29,Credit Card,2024-04-15,13,5.0,Very Dissatisfied,579.36,0.0,580.65
ORD00396,CUST0023,Sarah Williams,52.0,Female,Houston,FL,Toys,Cookbook,4,455.7,0,11.49,Credit Card,2024-10-26,13,4.0,Very Satisfied,1822.8,0.0,1834.29
ORD00397,CUST0250,David Brown,51.0,Male,San Jose,OH,Beauty,Laptop,5,320.61,0,12.44,Debit Card,2024-04-16,14,5.0,Very Satisfied,1603.0500000000002,0.0,1615.4900000000002
ORD00398,CUST0010,John Smith,40.0,Female,Chicago,NY,Sports,Doll,1,45.23,0,10.11,Cash,2024-02-05,2,5.0,Very Satisfied,45.23,0.0,55.339999999999996
ORD00399,CUST0246,Jessica White,47.0,Female,Chicago,AZ,Clothing,Coffee,3,455.41,0,16.34,PayPal,2024-05-26,14,2.0,Very Satisfied,1366.23,0.0,1382.57
ORD00400,CUST0100,John Smith,69.0,Female,Chicago,IL,Toys,Smartphone,2,479.31,0,17.22,PayPal,2024-09-18,3,4.0,Neutral,958.62,0.0,975.84
ORD00401,CUST0290,Mike Johnson,25.0,Male,Philadelphia,NY,Home & Garden,Coffee,4,48.08,10,12.31,Credit Card,2024-06-07,6,4.0,Very Satisfied,192.32,19.232,185.398
ORD00402,CUST0180,William Moore,39.0,Male,San Diego,IL,Clothing,Chocolate,3,270.86,0,0.26,Cash,2024-09-21,8,5.0,Very Satisfied,812.58,0.0,812.84
ORD00403,CUST0223,Jessica White,61.0,Male,San Antonio,PA,Toys,T-Shirt,4,158.65,25,13.9,Debit Card,2024-07-20,12,4.0,Dissatisfied,634.6,158.65,489.85
ORD00404,CUST0250,Lisa Anderson,53.0,Male,Houston,FL,Sports,Headphones,4,202.49,0,8.36,Credit Card,2024-06-03,1,4.0,Satisfied,809.96,0.0,818.32
ORD00405,CUST0147,Jessica White,22.0,Female,Houston,OH,Electronics,Laptop,2,98.03,0,11.31,Debit Card,2024-01-13,9,4.0,Very Satisfied,196.06,0.0,207.37
ORD00406,CUST0096,Jane Doe,30.0,Male,San Jose,TX,Beauty,Jeans,5,293.26,0,12.98,Debit Card,2024-10-23,1,4.0,Very Satisfied,1466.3,0.0,1479.28
ORD00407,CUST0257,Sarah Williams,46.0,Male,Los Angeles,IL,Beauty,Lamp,1,479.41,0,7.0,Credit Card,2024-11-17,10,,Very Satisfied,479.41,0.0,486.41
ORD00408,CUST0004,Jane Doe,48.0,Male,New York,AZ,Clothing,Smartphone,5,256.51,15,18.34,Cash,2024-03-25,2,5.0,Very Dissatisfied,1282.55,192.3825,1108.5075
ORD00409,CUST0016,Jessica White,64.0,Female,Dallas,WA,Sports,Jeans,3,50.63,0,2.68,PayPal,2024-10-06,3,4.0,Neutral,151.89000000000001,0.0,154.57000000000002
ORD00410,CUST0280,David Brown,33.0,Female,Los Angeles,PA,Beauty,Sofa,5,313.8,20,13.43,Credit Card,2024-09-01,7,2.0,Neutral,1569.0,313.8,1268.63
ORD00411,CUST0247,Tom Martinez,59.0,Male,San Diego,WA,Beauty,Doll,3,176.71,15,0.09,Cash,2024-10-26,9,3.0,Dissatisfied,530.13,79.5195,450.7005
ORD00412,CUST0258,John Smith,47.0,Male,Dallas,PA,Books,Lamp,3,429.4,5,18.49,Debit Card,2024-12-27,3,4.0,Satisfied,1288.1999999999998,64.41,1242.2799999999997
ORD00413,CUST0160,David Brown,33.0,Male,Houston,CA,Home & Garden,Laptop,1,222.99,5,2.25,Credit Card,2024-12-19,8,5.0,Very Satisfied,222.99,11.149500000000002,214.09050000000002
ORD00414,CUST0152,Jessica White,29.0,Male,San Diego,AZ,Clothing,Lamp,2,104.49,10,1.9,PayPal,2024-11-11,9,4.0,Satisfied,208.98,20.898,189.982
ORD00415,CUST0178,James Harris,34.0,Female,Dallas,WA,Electronics,T-Shirt,1,103.64,0,6.66,PayPal,2024-01-09,10,4.0,Neutral,103.64,0.0,110.3
ORD00416,CUST0163,Tom Martinez,33.0,Female,San Jose,OH,Beauty,Novel,5,386.69,10,7.47,Debit Card,2024-09-03,7,5.0,Dissatisfied,1933.45,193.34500000000003,1747.575
ORD00417,CUST0033,James Harris,29.0,Male,San Jose,FL,Books,Shampoo,3,140.14,0,4.29,Credit Card,2024-11-07,4,5.0,Satisfied,420.41999999999996,0.0,424.71
ORD00418,CUST0179,John Smith,25.0,Male,Phoenix,NY,Sports,T-Shirt,4,385.94,0,11.7,PayPal,2024-10-04,4,4.0,Satisfied,1543.76,0.0,1555.46
ORD00419,CUST0101,Tom Martinez,37.0,Other,San Antonio,TX,Beauty,Sofa,4,110.88,5,8.86,Credit Card,2024-08-25,4,2.0,Very Dissatisfied,443.52,22.176000000000002,430.204
ORD00420,CUST0268,Lisa Anderson,20.0,Male,San Jose,FL,Food,Cookbook,3,167.63,5,0.68,PayPal,2024-07-21,6,4.0,Very Satisfied,502.89,25.1445,478.4255
ORD00421,CUST0065,Sarah Williams,33.0,Female,Houston,FL,Home & Garden,Jeans,1,238.09,15,6.39,Debit Card,2024-09-03,4,5.0,Dissatisfied,238.09,35.713499999999996,208.7665
ORD00422,CUST0168,Jennifer Lee,47.0,Male,New York,PA,Electronics,Chocolate,2,472.17,0,16.21,Debit Card,2024-08-22,5,,Very Satisfied,944.34,0.0,960.5500000000001
ORD00423,CUST0043,Robert Garcia,62.0,Female,Chicago,OH,Sports,Lipstick,1,466.55,15,13.79,Credit Card,2024-03-21,9,3.0,Satisfied,466.55,69.9825,410.3575
ORD00424,CUST0044,Amy Taylor,40.0,Male,Phoenix,PA,Sports,T-Shirt,3,111.37,0,14.5,Cash,2024-12-21,12,2.0,Very Satisfied,334.11,0.0,348.61
ORD00425,CUST0285,David Brown,45.0,Female,Chicago,GA,Clothing,Novel,3,185.53,0,13.96,Cash,2024-01-13,7,5.0,Satisfied,556.59,0.0,570.5500000000001
ORD00426,CUST0012,William Moore,68.0,Other,San Antonio,IL,Beauty,Shampoo,2,83.21,0,6.22,Debit Card,2024-11-22,8,5.0,Satisfied,166.42,0.0,172.64
ORD00427,CUST0095,David Brown,57.0,Male,Dallas,TX,Clothing,Cookbook,5,259.89,5,1.99,PayPal,2024-01-16,5,,Satisfied,1299.4499999999998,64.9725,1236.4674999999997
ORD00428,CUST0253,Robert Garcia,22.0,Male,Philadelphia,IL,Electronics,T-Shirt,5,235.69,0,5.45,Cash,2024-02-14,5,4.0,Dissatisfied,1178.45,0.0,1183.9
ORD00429,CUST0242,Jennifer Lee,37.0,Male,San Jose,NY,Food,Headphones,2,451.37,5,16.64,Debit Card,2024-11-16,13,4.0,Neutral,902.74,45.137,874.243
ORD00430,CUST0035,Emily Davis,,M,New York,GA,Beauty,Novel,5,465.7,15,19.61,PayPal,2024-05-18,11,3.0,Neutral,2328.5,349.275,1998.8349999999998
ORD00431,CUST0215,Chris Wilson,61.0,Male,San Antonio,AZ,Toys,Chocolate,4,197.95,5,9.88,PayPal,2024-11-21,7,3.0,Very Satisfied,791.8,39.59,762.0899999999999
